antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'acousticness_discretize=low_acousticness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.08509316770186336,0.3490683229813665,0.04782608695652174,0.5620437956204379,1.6101254643218952,1.0,0.01812275760966012,1.4862939958592132,0.4141737420759824,0.12379421221864952,0.3271856020504819,0.34952723588851076
"frozenset({'acousticness_discretize=low_acousticness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.08799171842650104,0.3490683229813665,0.04575569358178054,0.52,1.489679715302491,1.0,0.01504057199439322,1.3561076604554865,0.3604295817689688,0.11693121693121693,0.26259541984732826,0.3255397390272835
"frozenset({'acousticness_discretize=low_acousticness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.08322981366459627,0.3490683229813665,0.0453416149068323,0.5447761194029851,1.5606575662612205,1.0,0.01628872342888006,1.4299154872212605,0.3918587816015147,0.11717495987158909,0.30065796969351716,0.3373346789185744
"frozenset({'acousticness_discretize=low_acousticness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.0803312629399586,0.3490683229813665,0.04492753623188406,0.5592783505154639,1.602203103789852,1.0,0.016886436994457514,1.4769677817732738,0.40868998686604807,0.11685514270328486,0.3229371606201306,0.34399267466461214
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.07308488612836439,0.3490683229813665,0.0391304347826087,0.5354107648725213,1.5338279918945894,1.0,0.013618816146496408,1.4010907438266929,0.3754781936600119,0.10216216216216216,0.28627035443202214,0.3237552045003176
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.06997929606625258,0.3490683229813665,0.038302277432712216,0.5473372781065089,1.5679946935079703,1.0,0.013874721911448892,1.4380059270084846,0.3894996510312629,0.10059815116911364,0.30459257419034286,0.3285322214969081
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.07391304347826087,0.3490683229813665,0.037267080745341616,0.5042016806722689,1.4444211848440442,1.0,0.011466378611936265,1.3128960943257184,0.3322378716744913,0.0966183574879227,0.23832510103277948,0.3054816232542839
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.06728778467908902,0.3490683229813665,0.038302277432712216,0.5692307692307692,1.630714481248289,1.0,0.014814243277651327,1.5110913930789707,0.41467438581756005,0.1013143483023001,0.3382266588373458,0.33947896705903824
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.06977225672877847,0.3490683229813665,0.03706004140786749,0.5311572700296735,1.5216427130743315,1.0,0.012704756760927426,1.3883795895903763,0.3685285739331323,0.09707158351409978,0.2797358823929144,0.3186628580278854
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.06645962732919254,0.3490683229813665,0.036231884057971016,0.545171339563863,1.561789780601102,1.0,0.013032933400203183,1.4311580022122012,0.38531698507746415,0.09552401746724891,0.30126513043685055,0.32448365317457684
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.06418219461697723,0.3490683229813665,0.036231884057971016,0.564516129032258,1.6172081276546892,1.0,0.013827913017759087,1.494731999079825,0.4078255372945638,0.09610104338275673,0.33098374784535817,0.3341560479087743
"frozenset({'danceability_discretize=medium_danceability', 'acousticness_discretize=low_acousticness', 'tempo_discretize=fast_tempo', 'instrumentalness_discretize=low_instrumentalness'})",frozenset({'popularity_label=high'}),0.14803312629399587,0.3490683229813665,0.07515527950310559,0.5076923076923077,1.4544210238160415,1.0,0.02348160436197163,1.3222049689440993,0.3667292610184469,0.17811579980372913,0.2436876100998238,0.36149739939775527
"frozenset({'acousticness_discretize=low_acousticness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.14202898550724638,0.3490683229813665,0.07370600414078675,0.5189504373177842,1.4866729609993463,1.0,0.02412818435502745,1.3531488801054017,0.38154798056483435,0.17658730158730157,0.2609830191618632,0.3650505448747877
"frozenset({'acousticness_discretize=low_acousticness', 'danceability_discretize=medium_danceability', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.13871635610766045,0.3490683229813665,0.07101449275362319,0.5119402985074627,1.4665905348701334,1.0,0.022593006957036123,1.3337132220259464,0.36938635344247583,0.1703924490809737,0.2502136265238692,0.35769019670331614
"frozenset({'acousticness_discretize=low_acousticness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.1331262939958592,0.3490683229813665,0.06956521739130435,0.5225505443234837,1.4969864348057094,1.0,0.023095045201445417,1.3633520140813726,0.3829753659285543,0.16859006522829906,0.26651371790153505,0.36091940027562086
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'danceability_discretize=medium_danceability', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.11739130434782609,0.3490683229813665,0.05983436853002071,0.5097001763668431,1.4601731031149774,1.0,0.01885678278872986,1.3276196434157022,0.3570661530332214,0.14714867617107943,0.246772217510131,0.3405559007575615
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.11262939958592133,0.3490683229813665,0.059006211180124224,0.5238970588235294,1.500843887377015,1.0,0.01969085554826845,1.3672078467109523,0.3760640518702261,0.14652956298200515,0.2685823136506511,0.34646810236550135
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'danceability_discretize=medium_danceability', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.1113871635610766,0.3490683229813665,0.056935817805383024,0.5111524163568774,1.4643334347590258,1.0,0.01805408741946684,1.3315636586921098,0.35684317546386507,0.14109799897383274,0.24900323505207303,0.337130182081167
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.10703933747412009,0.3490683229813665,0.05610766045548654,0.5241779497098645,1.5016485747916046,1.0,0.018743618430358905,1.3680149472302174,0.37410968127766125,0.14026915113871635,0.26901383495503994,0.3424567091372573
